#UID	CUI
5482	C0018934
5483	C0018939
5484	C0018944
5485	C0018949
5486	C0018959
5488	C0018965
5491	C0018984
5492	C0018995
5495	C0019025
5496	C0019034
5501	C0019069
5502	C0019079
5503	C0019080
5506	C0019100
5507	C0019112
5510	C0019123
5513	C0019151
5514	C0019156
5515	C0019158
5520	C0019194
5521	C0019195
5522	C0019208
5527	C0019247
5530	C0019284
5531	C0019326
5532	C0019337
5533	C0019345
5534	C0019357
5536	C0019385
5539	C0019409
5543	C0019453
5545	C0019469
5550	C0019497
5551	C0019522
5553	C0019537
5556	C0019559
5559	C0019569
5560	C0019573
5561	C0019586
5562	C0019593
5564	C0019602
5566	C0019607
5567	C0019613
5568	C0019621
5569	C0019623
5574	C0019640
5583	C0019693
5595	C0019763
5602	C0019825
5603	C0019836
5609	C0019871
5613	C0019919
5614	C0019927
5616	C0019937
5617	C0019940
5638	C0020033
5645	C0020071
5654	C0020179
5655	C0020186
5656	C0020192
5657	C0020199
5660	C0020207
5661	C0020241
5667	C0020265
5673	C0020336
5674	C0020346
5679	C0020382
5680	C0020389
5683	C0020402
5686	C0020437
5687	C0020443
5688	C0020445
5689	C0020456
5690	C0020458
5691	C0020461
5692	C0020473
5693	C0020481
5694	C0020496
5695	C0020498
5696	C0020499
5697	C0020501
5698	C0020514
5699	C0020524
5700	C0020544
5701	C0020546
5702	C0020554
5703	C0020564
5705	C0020598
5707	C0020602
5708	C0020607
5710	C0020617
5711	C0020619
5712	C0020621
5713	C0020631
5714	C0020640
5715	C0020649
5717	C0020659
5720	C0020672
5722	C0020683
5723	C0020701
5724	C0020703
5731	C0020811
5733	C0020823
5743	C0020924
5746	C0020960
5759	C0021053
5769	C0021122
5770	C0021124
5771	C0021139
5772	C0021141
5773	C0021148
5775	C0021167
5776	C0021177
5785	C0021236
5786	C0021246
5787	C0021252
5795	C0021361
5796	C0021364
5797	C0021376
5803	C0021432
5809	C0021469
5817	C0021532
5819	C0021547
5827	C0021641
5840	C0021706
5845	C0021734
5846	C0021745
5847	C0021747
5861	C0021830
5862	C0021833
5864	C0021847
5870	C0021890
5877	C0021968
5884	C0022013
5885	C0022014
5886	C0022016
5887	C0022020
5888	C0022022
5889	C0022026
5891	C0022030
5892	C0022049
5893	C0022060
5897	C0022104
5898	C0022107
5899	C0022116
5907	C0022176
5908	C0022180
5914	C0022237
5915	C0022245
5920	C0022283
5921	C0022322
5923	C0022353
5924	C0022361
5925	C0022367
5926	C0022373
5929	C0022387
5935	C0022410
5942	C0022478
5953	C0022570
5954	C0022572
5955	C0022579
5956	C0022595
5957	C0022603
5963	C0022643
5967	C0022665
5970	C0022681
5974	C0022734
5979	C0022760
5982	C0022810
5989	C0022876
5991	C0022893
5994	C0022904
5995	C0022906
5997	C0022927
5999	C0022948
6001	C0022951
6002	C0022957
6004	C0022971
6005	C0022972
6007	C0022994
6009	C0023003
6010	C0023014
6015	C0023044
6017	C0023052
6023	C0023130
6031	C0023213
6033	C0023222
6035	C0023234
6043	C0023309
6046	C0023326
6049	C0023343
6050	C0023351
6056	C0023420
6057	C0023429
6058	C0023453
6059	C0023472
6060	C0023474
6061	C0023481
6062	C0023486
6063	C0023488
6064	C0023492
6065	C0023494
6070	C0023520
6071	C0023522
6072	C0023529
6073	C0023530
6075	C0023566
6077	C0023600
6078	C0023607
6079	C0023610
6090	C0023660
6102	C0023745
6106	C0023772
6111	C0023787
6112	C0023795
6119	C0023863
6121	C0023870
6122	C0023875
6124	C0023885
6125	C0023891
6131	C0023961
6132	C0023968
6140	C0024080
6143	C0024103
6144	C0024116
6146	C0024141
6147	C0024143
6153	C0024221
6154	C0024224
6155	C0024236
6158	C0024291
6160	C0024305
6161	C0024307
6162	C0024314
6163	C0024321
6164	C0024328
6165	C0024335
6166	C0024339
6167	C0024340
6171	C0024370
6173	C0024416
6174	C0024419
6176	C0024441
6179	C0024476
6181	C0024491
6183	C0024506
6185	C0024535
6186	C0024537
6191	C0024586
6192	C0024622
6198	C0024668
6206	C0024710
6208	C0024727
6213	C0024759
6217	C0024776
6218	C0024778
6219	C0024793
6220	C0024799
6222	C0024814
6237	C0024897
6238	C0024900
6239	C0024902
6247	C0024958
6252	C0025007
6253	C0025010
6255	C0025023
6256	C0025033
6258	C0025048
6259	C0025051
6262	C0025060
6263	C0025062
6279	C0025135
6281	C0025145
6282	C0025147
6283	C0025153
6284	C0025159
6285	C0025160
6286	C0025164
6287	C0025184
6288	C0025193
6291	C0025235
6292	C0025237
6293	C0025241
6298	C0025289
6299	C0025294
6300	C0025306
6301	C0025309
6302	C0025315
6308	C0025376
6309	C0025381
6310	C0025386
6312	C0025405
6314	C0025423
6315	C0025444
6318	C0025469
6322	C0025506
6323	C0025521
6325	C0025534
6332	C0025573
6335	C0025605
6336	C0025616
6337	C0025624
6339	C0025637
6340	C0025639
6341	C0025641
6343	C0025656
6347	C0025684
6349	C0025698
6351	C0025716
6352	C0025729
6353	C0025741
6354	C0025746
6355	C0025748
6358	C0025805
6360	C0025810
6361	C0025819
6362	C0025840
6363	C0025853
6364	C0025865
6366	C0025870
6368	C0025887
6369	C0025895
6382	C0025986
6393	C0026069
6399	C0026103
6403	C0026141
6404	C0026157
6408	C0026196
6409	C0026205
6414	C0026323
6424	C0026414
6429	C0026457
6432	C0026499
6435	C0026523
6437	C0026534
6438	C0026549
6442	C0026594
6447	C0026633
6448	C0026636
6450	C0026667
6452	C0026706
6453	C0026708
6456	C0026725
6459	C0026751
6461	C0026760
6462	C0026766
6466	C0026794
6467	C0026814
6470	C0026851
6471	C0026857
6472	C0026858
6476	C0026884
6478	C0026916
6479	C0026918
6483	C0026936
6486	C0026946
6487	C0026956
6488	C0026976
6492	C0027048
6496	C0027073
6503	C0027122
6506	C0027145
6508	C0027155
6510	C0027269
6513	C0027330
6514	C0027344
6515	C0027355
6516	C0027360
6519	C0027373
6521	C0027410
6523	C0027424
6524	C0027430
6526	C0027439
6527	C0027441
6541	C0027537
6542	C0027547
6544	C0027577
6545	C0017075
6546	C0017086
6547	C0017097
6551	C0017150
6553	C0017168
6555	C0017173
6560	C0017226
6571	C0017332
6581	C0017409
6585	C0017440
6589	C0017470
6593	C0017491
6598	C0017525
6602	C0017547
6603	C0017567
6605	C0017570
6607	C0017572
6610	C0017605
6611	C0017612
6612	C0017628
6616	C0017658
6617	C0017672
6618	C0017675
6619	C0017677
6620	C0017687
6621	C0017715
6622	C0017718
6623	C0017720
6626	C0017740
6636	C0017890
6637	C0017905
6639	C0017919
6640	C0017920
6641	C0017922
6642	C0017923
6643	C0017925
6645	C0017952
6649	C0017970
6650	C0017980
6651	C0018013
6654	C0018055
6655	C0018062
6660	C0018100
6672	C0018193
6673	C0018194
6674	C0018196
6675	C0018200
6676	C0018206
6677	C0018213
6683	C0018319
6690	C0018365
6694	C0018418
6695	C0018425
6702	C0018469
6707	C0018508
6708	C0018523
6709	C0018524
6711	C0018541
6713	C0018552
6715	C0018564
6717	C0018566
6718	C0018567
6721	C0018598
6723	C0018609
6728	C0018671
6748	C0018798
6749	C0018801
6750	C0018813
6751	C0018814
6752	C0018816
6753	C0018817
6758	C0018835
6761	C0018862
6765	C0018889
6766	C0018891
6770	C0018926
6772	C0018928
6775	C0018946
6776	C0018948
6780	C0018981
6781	C0018983
6782	C0018988
6783	C0018989
6789	C0019021
6792	C0019048
6795	C0019064
6796	C0019065
6798	C0019086
6799	C0019087
6800	C0019099
6803	C0019147
6807	C0019163
6810	C0019191
6811	C0019217
6814	C0019266
6815	C0019269
6816	C0019270
6817	C0019294
6818	C0019295
6819	C0019296
6821	C0019340
6823	C0019372
6827	C0019435
6829	C0019467
6830	C0019471
6834	C0019519
6835	C0019521
6843	C0019592
6845	C0019618
6854	C0019654
6860	C0019699
6866	C0019765
6874	C0019832
6879	C0019873
6884	C0019917
6887	C0019934
6915	C0020074
6916	C0020075
6919	C0020097
6929	C0020175
6931	C0020196
6932	C0020197
6935	C0020209
6936	C0020224
6937	C0020225
6938	C0020226
6942	C0020261
6943	C0020262
6947	C0020305
6948	C0020306
6954	C0020347
6959	C0020391
6960	C0020428
6961	C0020429
6962	C0020433
6963	C0020435
6964	C0020449
6965	C0020474
6966	C0020488
6967	C0020502
6968	C0020529
6969	C0020538
6972	C0020550
6973	C0020551
6974	C0020580
6976	C0020591
6977	C0020592
6978	C0020597
6979	C0020615
6980	C0020616
6982	C0020623
6983	C0020624
6984	C0020625
6985	C0020626
6988	C0020655
6989	C0020660
6991	C0020676
6992	C0020677
6993	C0020678
6998	C0020737
7000	C0020743
7001	C0020756
7002	C0020757
7012	C0020884
7016	C0020923
7021	C0020951
7024	C0020969
7025	C0020981
7034	C0021051
7038	C0021070
7039	C0021071
7041	C0021081
7046	C0021151
7049	C0021171
7054	C0021225
7066	C0021296
7069	C0021345
7070	C0021355
7071	C0021367
7072	C0021368
7073	C0021403
7080	C0021433
7083	C0021449
7089	C0021508
7093	C0021544
7096	C0021581
7100	C0021662
7101	C0021663
7115	C0021775
7116	C0021776
7125	C0021818
7129	C0021828
7130	C0021831
7131	C0021832
7137	C0021897
7142	C0021918
7145	C0021943
7156	C0022046
7159	C0022079
7160	C0022081
7161	C0022086
7162	C0022092
7168	C0022179
7169	C0022181
7170	C0022182
7172	C0022192
7175	C0022247
7177	C0022260
7179	C0022336
7181	C0022350
7183	C0022366
7187	C0022374
7190	C0022408
7193	C0022487
7194	C0022504
7196	C0022546
7197	C0022548
7201	C0022584
7202	C0022585
7204	C0022635
7206	C0022638
7207	C0022642
7208	C0022645
7209	C0022650
7212	C0022667
7213	C0022672
7215	C0022679
7222	C0022729
7226	C0022765
7228	C0022783
7230	C0022797
7233	C0022806
7234	C0022807
7237	C0022860
7258	C0022976
7265	C0023024
7268	C0023051
7271	C0023055
7273	C0023067
7274	C0023075
7276	C0023092
7286	C0023211
7287	C0023212
7289	C0023218
7292	C0023240
7301	C0023321
7303	C0023324
7304	C0023330
7305	C0023346
7306	C0023348
7309	C0023364
7310	C0023380
7311	C0023381
7312	C0023401
7314	C0023437
7315	C0023438
7316	C0023440
7317	C0023449
7318	C0023464
7319	C0023465
7320	C0023470
7321	C0023473
7325	C0023510
7327	C0023524
7330	C0023556
7331	C0023569
7332	C0023582
7338	C0023652
7339	C0023663
7340	C0023664
7345	C0023743
7347	C0023788
7349	C0023804
7350	C0023807
7352	C0023817
7363	C0023869
7366	C0023886
7368	C0023890
7370	C0023915
7375	C0023929
7378	C0023944
7384	C0023972
7386	C0023974
7388	C0024001
7389	C0024031
7392	C0024057
7397	C0024110
7399	C0024115
7400	C0024121
7401	C0024137
7402	C0024138
7403	C0024140
7405	C0024171
7410	C0024205
7411	C0024217
7412	C0024225
7414	C0024248
7417	C0024301
7418	C0024312
7420	C0024334
7421	C0024337
7434	C0024437
7435	C0024440
7436	C0024445
7437	C0024454
7438	C0024477
7439	C0024478
7440	C0024479
7441	C0024480
7443	C0024530
7444	C0024533
7446	C0024554
7451	C0024658
7460	C0024713
7462	C0024730
7465	C0024742
7467	C0024748
7471	C0024790
7480	C0024904
7495	C0024975
7496	C0024977
7499	C0025039
7515	C0025132
7516	C0025133
7517	C0025149
7518	C0025179
7520	C0025217
7521	C0025218
7522	C0025221
7523	C0025222
7524	C0025223
7525	C0025239
7526	C0025242
7528	C0025261
7530	C0025281
7532	C0025286
7533	C0025287
7534	C0025290
7535	C0025292
7536	C0025293
7537	C0025303
7538	C0025312
7541	C0025345
7542	C0025346
7544	C0025362
7545	C0025363
7547	C0025382
7548	C0025384
7549	C0025397
7550	C0025417
7552	C0025446
7553	C0025464
7555	C0025467
7556	C0025470
7560	C0025503
7561	C0025513
7564	C0025530
7566	C0025541
7571	C0025568
7572	C0025575
7573	C0025576
7574	C0025585
7575	C0025587
7577	C0025597
7578	C0025598
7581	C0025609
7586	C0025638
7588	C0025644
7590	C0025659
7594	C0025688
7595	C0025696
7596	C0025706
7608	C0025815
7609	C0025826
7610	C0025828
7611	C0025830
7613	C0025869
7614	C0025874
7617	C0025912
7624	C0025942
7639	C0026055
7640	C0026056
7641	C0026058
7649	C0026136
7656	C0026207
7657	C0026208
7659	C0026210
7661	C0026229
7663	C0026236
7665	C0026249
7666	C0026251
7667	C0026252
7669	C0026265
7670	C0026266
7671	C0026267
7672	C0026283
7691	C0026431
7697	C0026481
7705	C0026551
7706	C0026552
7707	C0026553
7708	C0026560
7722	C0026640
7726	C0026654
7731	C0026697
7732	C0026698
7733	C0026703
7734	C0026705
7736	C0026718
7745	C0026782
7749	C0026821
7752	C0026837
7753	C0026838
7754	C0026846
7755	C0026847
7760	C0026873
7761	C0026887
7762	C0026888
7763	C0026895
7764	C0026896
7771	C0026948
7772	C0000096
7774	C0000139
7776	C0000167
7777	C0000172
7781	C0000263
7783	C0000294
7786	C0000402
7789	C0000473
7791	C0000543
7792	C0000598
7793	C0000618
7795	C0000665
7801	C0000729
7803	C0000737
7806	C0000772
7810	C0000804
7813	C0000822
7819	C0000855
7830	C0000948
7831	C0000959
7832	C0000960
7834	C0000973
7835	C0000983
7838	C0001002
7840	C0001038
7841	C0001041
7851	C0001118
7858	C0001193
7859	C0001203
7863	C0001237
7866	C0001247
7872	C0001339
7874	C0001349
7890	C0001506
7891	C0001511
7899	C0001622
7900	C0001627
7902	C0001630
7905	C0001640
7906	C0001645
7907	C0001647
7908	C0001655
7914	C0001716
7916	C0001723
7917	C0001726
7919	C0001733
7923	C0001771
7927	C0001792
7929	C0001815
7931	C0001822
7932	C0001824
7939	C0001882
7941	C0001888
7942	C0001889
7948	C0001927
7953	C0001963
7954	C0001964
7957	C0001981
7962	C0002026
7964	C0002039
7965	C0002040
7968	C0002062
7973	C0002119
7976	C0002132
7977	C0002145
7979	C0002157
7980	C0002159
7982	C0002170
7985	C0002199
7992	C0002253
7997	C0002313
7998	C0002327
7999	C0002334
8000	C0002335
8001	C0002340
8006	C0002403
8008	C0002416
8009	C0002418
8014	C0002447
8016	C0002453
8021	C0002502
8024	C0002533
8026	C0002555
8027	C0002560
8028	C0002569
8029	C0002575
8030	C0002598
8034	C0002640
8037	C0002697
8039	C0002711
8040	C0002712
8041	C0002727
8042	C0002735
8043	C0002744
8045	C0002752
8047	C0002763
8049	C0002771
8050	C0002773
8053	C0002797
8054	C0002802
8059	C0002842
8060	C0002844
8063	C0002874
8064	C0002876
8065	C0002884
8066	C0002894
8067	C0002896
8068	C0002902
8069	C0002904
8076	C0002940
8077	C0002949
8078	C0002950
8080	C0002959
8083	C0002986
8090	C0003040
8091	C0003047
8099	C0003081
8101	C0003090
8103	C0003132
8105	C0003143
8107	C0003165
8110	C0003175
8114	C0003233
8118	C0003251
8123	C0003305
8127	C0003319
8135	C0003364
8136	C0003376
8137	C0003379
8138	C0003384
8140	C0003391
8141	C0003403
8142	C0003414
8144	C0003426
8145	C0003446
8146	C0003448
8147	C0003450
8151	C0003496
8152	C0003500
8153	C0003504
8154	C0003509
8155	C0003510
8156	C0003524
8159	C0003537
8166	C0003635
8168	C0003645
8170	C0003665
8175	C0003708
8176	C0003729
8179	C0003742
8181	C0010334
8182	C0010351
8187	C0010398
8189	C0010414
8192	C0010417
8206	C0010495
8207	C0010496
8210	C0010525
8211	C0010526
8212	C0010547
8213	C0010560
8214	C0010569
8219	C0010592
8220	C0010594
8221	C0010633
8222	C0010635
8225	C0010668
8226	C0010691
8227	C0010692
8231	C0010739
8239	C0010823
8247	C0010980
8257	C0011071
8273	C0011175
8274	C0011218
8276	C0011251
8277	C0011263
8278	C0011265
8279	C0011268
8288	C0011334
8294	C0011361
8296	C0011378
8301	C0011389
8305	C0011405
8306	C0011407
8309	C0011428
8310	C0011430
8313	C0011436
8318	C0011498
8321	C0011522
8324	C0011569
8325	C0011570
8326	C0011589
8327	C0011608
8328	C0011609
8329	C0011616
8330	C0011630
8331	C0011633
8338	C0011684
8339	C0011685
8344	C0011777
8345	C0011779
8346	C0011782
8347	C0011821
8348	C0011824
8349	C0011848
8350	C0011849
8351	C0011880
8352	C0011881
8353	C0011882
8354	C0011900
8359	C0011981
8360	C0011991
8361	C0011992
8364	C0012026
8366	C0012032
8368	C0012050
8369	C0012081
8370	C0012082
8376	C0012139
8383	C0012166
8391	C0012201
8395	C0012227
8396	C0012228
8398	C0012243
8399	C0012253
8402	C0012257
8403	C0012258
8407	C0012319
8410	C0012367
8411	C0012368
8414	C0012456
8415	C0012458
8424	C0012551
8425	C0012572
8435	C0012684
8436	C0012694
8437	C0012695
8438	C0012715
8439	C0012736
8442	C0012753
8444	C0012766
8446	C0012772
8447	C0012773
8448	C0012784
8451	C0012790
8452	C0012800
8453	C0012828
8467	C0012963
8468	C0012964
8473	C0013050
8476	C0013065
8484	C0013132
8488	C0013170
8496	C0013227
8499	C0013259
8501	C0013288
8502	C0013289
8503	C0013291
8506	C0013338
8510	C0013362
8511	C0013363
8512	C0013370
8513	C0013371
8514	C0013384
8517	C0013415
8521	C0013456
8524	C0013491
8532	C0013528
8533	C0013530
8541	C0013568
8544	C0013575
8546	C0013617
8547	C0013618
8557	C0013687
8564	C0013755
8567	C0013772
8581	C0013881
8582	C0013882
8583	C0013884
8584	C0013903
8585	C0013911
8586	C0013927
8587	C0013928
8591	C0013953
8595	C0013985
8596	C0014007
8597	C0014009
8598	C0014012
8599	C0014022
8603	C0014070
8605	C0014074
8607	C0014089
8617	C0014162
8619	C0014170
8620	C0014175
8633	C0014236
8638	C0014306
8639	C0014310
8640	C0014326
8642	C0014347
8643	C0014358
8644	C0014359
8647	C0014378
8649	C0014394
8652	C0014432
8656	C0014485
8662	C0014564
8663	C0014582
8667	C0014652
8668	C0014654
8670	C0014670
8675	C0014712
8680	C0014757
8687	C0014804
8688	C0014805
8692	C0014838
8693	C0014852
8699	C0014921
8700	C0014938
8701	C0014939
8702	C0014942
8703	C0014961
8704	C0014962
8705	C0014964
8706	C0014967
8707	C0014968
8709	C0014987
8710	C0014994
8711	C0015020
8712	C0015021
8713	C0015023
8718	C0015052
8719	C0015063
8723	C0015131
8724	C0015132
8725	C0015133
8726	C0015134
8727	C0015135
8728	C0015173
8732	C0015230
8742	C0015314
8749	C0015376
8752	C0015406
8753	C0015407
8760	C0015456
8761	C0015458
8763	C0015461
8768	C0015502
8769	C0015503
8770	C0015523
8772	C0015526
8773	C0015544
8774	C0015556
8775	C0015558
8783	C0015620
8785	C0015634
8791	C0015655
8792	C0015668
8797	C0015704
8800	C0015734
8807	C0015780
8809	C0015807
8811	C0015814
8813	C0015843
8817	C0015879
8818	C0015888
8820	C0015923
8822	C0015929
8824	C0015938
8826	C0015944
8827	C0015957
8828	C0015958
8829	C0015959
8831	C0016004
8832	C0016006
8833	C0016024
8835	C0016047
8836	C0016048
8839	C0016099
8846	C0016154
8848	C0016156
8851	C0016190
8856	C0016278
8857	C0016280
8858	C0016282
8859	C0016299
8867	C0016351
8869	C0016367
8870	C0016368
8871	C0016369
8872	C0016388
8876	C0016410
8877	C0016411
8888	C0016506
8889	C0016510
8891	C0016522
8901	C0016601
8904	C0016612
8908	C0016629
8911	C0016665
8912	C0016667
8919	C0016735
8922	C0016752
8934	C0016869
8939	C0016895
8943	C0016952
8944	C0016967
8947	C0016977
8952	C0017032
8955	C0017052
8959	C0017105
8965	C0017145
8967	C0017160
8969	C0017162
8970	C0017178
8971	C0017181
8977	C0017245
8996	C0017377
9003	C0017411
9004	C0017416
9016	C0017485
9017	C0017486
9020	C0017507
9026	C0017592
9027	C0017614
9030	C0017638
9031	C0017650
9032	C0017661
9033	C0017662
9042	C0017758
9055	C0017860
9060	C0017963
9061	C0017973
9062	C0017978
9063	C0017986
9065	C0017992
9066	C0018024
9067	C0018025
9068	C0018026
9071	C0018036
9074	C0018050
9075	C0018051
9076	C0018061
9077	C0018081
9079	C0018096
9082	C0018133
9083	C0018134
9088	C0018202
9091	C0018235
9092	C0018245
9101	C0018305
9102	C0018312
9103	C0018313
9106	C0018330
9112	C0018389
9113	C0018406
9120	C0018476
9124	C0018482
9128	C0018513
9130	C0018533
9138	C0018602
9139	C0018605
9149	C0018681
9161	C0018775
9162	C0018776
9163	C0018777
9164	C0018784
9169	C0018802
9171	C0018808
9172	C0018809
9177	C0018880
9184	C0018920
9186	C0018937
9187	C0018938
9191	C0018962
9193	C0018979
9194	C0018987
9196	C0018991
9197	C0019006
9205	C0019050
9208	C0019077
9211	C0019097
9212	C0019103
9213	C0019104
9215	C0019135
9216	C0019142
9217	C0019154
9219	C0019168
9223	C0019189
9224	C0019212
9225	C0019214
9226	C0019223
9229	C0019243
9230	C0019250
9231	C0019288
9232	C0019322
9233	C0019343
9234	C0019348
9236	C0019364
9237	C0019392
9245	C0019443
9247	C0019476
9257	C0019553
9258	C0019555
9262	C0019590
9265	C0019624
9266	C0019625
9276	C0019681
9283	C0019829
9284	C0019841
9298	C0019899
9320	C0020091
9329	C0020217
9331	C0020223
9335	C0020255
9336	C0020256
9337	C0020268
9338	C0020273
9340	C0020281
9345	C0020316
9349	C0020354
9351	C0020387
9352	C0020388
9353	C0020404
9355	C0020406
9357	C0020411
9359	C0020440
9360	C0020441
9361	C0020453
9362	C0020455
9363	C0020476
9364	C0020479
9365	C0020480
9366	C0020492
9367	C0020494
9368	C0020503
9369	C0020505
9370	C0020517
9371	C0020522
9372	C0020532
9373	C0020534
9374	C0020540
9375	C0020541
9376	C0020542
9377	C0020578
9378	C0020579
9379	C0020581
9381	C0020599
9382	C0020604
9384	C0020610
9386	C0020635
9390	C0020697
9393	C0020732
9394	C0020740
9396	C0020752
9397	C0020767
9398	C0020775
9401	C0020789
9403	C0020807
9405	C0020843
9407	C0020852
9408	C0020874
9409	C0020875
9410	C0020877
9413	C0020899
9415	C0020903
9419	C0020928
9425	C0020963
9426	C0020964
9440	C0021099
9458	C0021280
9460	C0021290
9461	C0021308
9463	C0021334
9466	C0021400
9477	C0021528
9494	C0021643
9496	C0021645
9497	C0021658
9498	C0021659
9507	C0021740
9508	C0021741
9509	C0021743
9525	C0021845
9526	C0021846
9528	C0021862
9529	C0021874
9532	C0021899
9539	C0021936
9543	C0021974
9546	C0021988
9552	C0022055
9553	C0022057
9556	C0022078
9562	C0022134
9564	C0022148
9566	C0022162
9569	C0022177
9577	C0022222
9578	C0022231
9579	C0022232
9580	C0022233
9581	C0022251
9582	C0022252
9584	C0022265
9586	C0022267
9588	C0022339
9589	C0022340
9591	C0022360
9596	C0022415
9601	C0022432
9606	C0022458
9608	C0022474
9611	C0022511
9615	C0022521
9618	C0022541
9620	C0022575
9621	C0022576
9622	C0022577
9625	C0022593
9626	C0022594
9627	C0022602
9628	C0022613
9629	C0022614
9632	C0022625
9634	C0022656
9635	C0022658
9636	C0022660
9637	C0022661
9639	C0022680
9645	C0022738
9646	C0022739
9652	C0022790
9653	C0022802
9654	C0022816
9660	C0022868
9661	C0022882
9673	C0023009
9676	C0023012
9680	C0023048
9681	C0023049
9682	C0023059
9685	C0023082
9688	C0023115
9695	C0023182
9698	C0023195
9700	C0023219
9701	C0023223
9705	C0023241
9710	C0023267
9711	C0023269
9714	C0023281
9715	C0023283
9718	C0023316
9721	C0023374
9725	C0023418
